Employee_ID,Department,Job_Role,Education_Level,Age,Years_At_Company,Monthly_Income,Performance_Score,Join_Date,Attrition,Predicted_Income,Pay_Gap,Pay_Gap_Percent,Pay_Equity_Flag,Attrition_Risk_Probability,Attrition_Risk_Level,High_Performer,Predicted_High_Performer,Cluster,Employee_Segment
564,HR,HR Specialist,High School,36,1.0,3343.42,76.8,2023-08-06,No,3279.86,63.56,1.9,Within Expected Range,0.3549,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
509,Engineering,Senior Engineer,Bachelor,46,3.0,5013.05,80.0,2021-10-07,No,4660.21,352.84,7.6,Within Expected Range,0.6467,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
272,Marketing,Marketing Manager,Master,37,2.0,4374.9,64.0,2022-06-11,No,5285.27,-910.37,-17.2,Within Expected Range,0.6445,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
348,Sales,Sales Executive,High School,41,18.0,7438.15,66.0,2006-04-19,No,7583.18,-145.03,-1.9,Within Expected Range,0.2157,Low,0,Yes,1,"Established, Higher-Income Employees"
757,Marketing,Marketing Manager,Master,37,2.0,4729.84,59.0,2022-01-26,No,5284.9,-555.06,-10.5,Within Expected Range,0.634,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
278,Marketing,Content Specialist,Bachelor,34,1.0,2639.61,59.0,2023-04-15,No,3964.85,-1325.24,-33.4,Within Expected Range,0.5334,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
895,Sales,Sales Executive,Master,45,0.0,3325.85,98.0,2024-09-06,No,4821.69,-1495.84,-31.0,Within Expected Range,0.7839,High,1,Yes,0,"Short-Tenure, Lower-Income Employees"
908,Sales,Account Rep,Bachelor,34,9.0,5743.03,86.0,2015-09-02,No,6046.88,-303.85,-5.0,Within Expected Range,0.201,Low,1,Yes,1,"Established, Higher-Income Employees"
432,HR,Recruiter,Bachelor,30,3.0,3753.16,78.0,2021-05-08,No,4735.87,-982.71,-20.8,Within Expected Range,0.479,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
692,Engineering,Software Engineer,High School,43,0.0,3412.68,77.0,2024-12-22,No,3135.14,277.54,8.9,Within Expected Range,0.522,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
976,Marketing,Content Specialist,PhD,45,3.0,6135.33,67.0,2021-06-10,No,6193.52,-58.19,-0.9,Within Expected Range,0.5231,Medium,0,No,1,"Established, Higher-Income Employees"
148,Sales,Sales Manager,Bachelor,35,2.0,4060.25,60.0,2022-02-04,No,4298.85,-238.6,-5.6,Within Expected Range,0.5155,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
300,Engineering,Senior Engineer,Bachelor,28,7.0,5985.46,87.0,2017-12-08,No,5643.01,342.45,6.1,Within Expected Range,0.3973,Medium,1,No,1,"Established, Higher-Income Employees"
557,Engineering,QA Engineer,Master,26,4.0,6540.66,67.0,2020-06-08,No,5767.58,773.08,13.4,Within Expected Range,0.3056,Low,0,No,1,"Established, Higher-Income Employees"
446,Engineering,Software Engineer,High School,37,1.0,3253.15,65.0,2023-04-22,No,3378.58,-125.43,-3.7,Within Expected Range,0.4889,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
878,Finance,Finance Manager,Bachelor,40,6.0,4105.08,83.0,2018-02-15,No,5308.67,-1203.59,-22.7,Within Expected Range,0.4636,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
458,Engineering,QA Engineer,High School,30,0.0,3437.75,73.0,2024-05-18,No,3053.77,383.98,12.6,Within Expected Range,0.4042,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
52,HR,Recruiter,Bachelor,45,3.0,4970.49,65.0,2021-10-22,No,4747.36,223.13,4.7,Within Expected Range,0.5388,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
879,HR,HR Specialist,Bachelor,48,6.0,5617.42,64.0,2018-05-08,No,5395.58,221.84,4.1,Within Expected Range,0.3274,Low,0,Yes,1,"Established, Higher-Income Employees"
519,Finance,Financial Analyst,Bachelor,38,0.0,3898.89,79.0,2024-04-16,No,3834.93,63.96,1.7,Within Expected Range,0.5649,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
23,Sales,Account Rep,Bachelor,23,7.0,4199.94,79.0,2017-11-10,No,5538.62,-1338.68,-24.2,Within Expected Range,0.2337,Low,0,Yes,1,"Established, Higher-Income Employees"
319,Sales,Sales Executive,Master,22,5.0,5090.47,61.0,2019-03-11,No,6046.41,-955.94,-15.8,Within Expected Range,0.5372,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
675,HR,HR Specialist,High School,30,0.0,3288.58,70.0,2024-05-27,No,3025.08,263.5,8.7,Within Expected Range,0.3437,Low,0,Yes,0,"Short-Tenure, Lower-Income Employees"
433,Engineering,Senior Engineer,Master,34,1.0,5632.4,67.0,2023-12-07,No,5010.86,621.54,12.4,Within Expected Range,0.6531,High,0,No,0,"Short-Tenure, Lower-Income Employees"
210,Engineering,Senior Engineer,Bachelor,34,2.0,4329.74,79.2,2022-12-05,No,4400.89,-71.15,-1.6,Within Expected Range,0.6187,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
620,Engineering,Senior Engineer,Bachelor,40,1.0,4891.68,66.0,2023-10-25,No,4155.59,736.09,17.7,Within Expected Range,0.6634,High,0,No,0,"Short-Tenure, Lower-Income Employees"
143,Engineering,QA Engineer,Master,25,19.0,4609.49,72.0,2005-05-20,No,9506.7,-4897.21,-51.5,Below Expected,0.1844,Low,0,No,1,"Established, Higher-Income Employees"
51,Finance,Financial Analyst,Bachelor,37,2.0,2969.67,50.0,2022-04-08,No,4330.58,-1360.91,-31.4,Within Expected Range,0.6135,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
167,Sales,Sales Manager,Master,43,7.0,7320.31,74.0,2017-04-20,No,6413.22,907.09,14.1,Within Expected Range,0.3692,Medium,0,No,1,"Established, Higher-Income Employees"
667,Engineering,Software Engineer,High School,31,0.0,2303.49,70.0,2024-02-19,No,3124.67,-821.18,-26.3,Within Expected Range,0.5065,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
82,HR,HR Manager,Master,32,3.0,5889.87,51.0,2021-10-12,No,5494.99,394.88,7.2,Within Expected Range,0.5158,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
849,Engineering,QA Engineer,Bachelor,33,2.0,3189.95,80.0,2022-08-02,No,4415.56,-1225.61,-27.8,Within Expected Range,0.4642,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
322,Engineering,QA Engineer,PhD,32,2.0,6033.38,66.0,2022-08-12,No,6134.04,-100.66,-1.6,Within Expected Range,0.47,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
933,Sales,Account Rep,Bachelor,25,4.0,4724.75,87.0,2020-02-13,No,4792.96,-68.21,-1.4,Within Expected Range,0.2525,Low,1,Yes,0,"Short-Tenure, Lower-Income Employees"
965,Sales,Account Rep,High School,51,4.0,2856.79,72.0,2020-03-27,No,3953.26,-1096.47,-27.7,Within Expected Range,0.4601,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
887,Sales,Sales Executive,Bachelor,37,1.0,2940.24,53.0,2023-03-15,Yes,4200.87,-1260.63,-30.0,Within Expected Range,0.7418,High,0,Yes,0,"Short-Tenure, Lower-Income Employees"
67,Engineering,QA Engineer,High School,33,5.0,5423.6,73.0,2019-08-20,No,4302.79,1120.81,26.0,Within Expected Range,0.2572,Low,0,No,1,"Established, Higher-Income Employees"
335,Engineering,Senior Engineer,Bachelor,28,3.0,3907.03,66.0,2021-02-03,No,4644.25,-737.22,-15.9,Within Expected Range,0.6021,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
290,Engineering,Software Engineer,Bachelor,42,2.0,4310.07,82.0,2022-01-26,No,4493.46,-183.39,-4.1,Within Expected Range,0.4977,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
340,HR,Recruiter,Bachelor,36,5.0,5191.5,59.0,2019-10-14,No,5238.06,-46.56,-0.9,Within Expected Range,0.4393,Medium,0,Yes,1,"Established, Higher-Income Employees"
830,Engineering,Senior Engineer,Master,26,10.0,6574.51,76.0,2014-03-09,No,7248.63,-674.12,-9.3,Within Expected Range,0.389,Medium,0,No,1,"Established, Higher-Income Employees"
501,Sales,Sales Executive,High School,29,1.0,3104.15,66.0,2023-10-02,Yes,3335.02,-230.87,-6.9,Within Expected Range,0.6075,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
665,Sales,Account Rep,Bachelor,38,5.0,6323.3,59.0,2019-10-16,No,5050.99,1272.31,25.2,Within Expected Range,0.2764,Low,0,Yes,1,"Established, Higher-Income Employees"
65,Finance,Financial Analyst,Master,36,1.0,4884.03,82.0,2023-03-06,No,4942.96,-58.93,-1.2,Within Expected Range,0.549,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
694,Sales,Account Rep,Master,44,4.0,5414.36,68.0,2020-03-18,No,5667.5,-253.14,-4.5,Within Expected Range,0.4248,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
265,Finance,Finance Manager,Bachelor,33,4.0,4279.38,61.0,2020-05-02,No,4802.63,-523.25,-10.9,Within Expected Range,0.4712,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
450,HR,Recruiter,Bachelor,47,1.0,3961.76,68.0,2023-07-26,No,4250.63,-288.87,-6.8,Within Expected Range,0.6323,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
581,Sales,Sales Manager,Master,32,1.0,4404.87,83.0,2023-03-22,Yes,4908.91,-504.04,-10.3,Within Expected Range,0.5309,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
784,Sales,Sales Manager,Bachelor,36,1.0,3625.17,76.0,2023-01-13,No,4051.55,-426.38,-10.5,Within Expected Range,0.539,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
21,Engineering,QA Engineer,Bachelor,44,7.0,6525.71,71.0,2017-01-17,No,5670.55,855.16,15.1,Within Expected Range,0.305,Low,0,No,1,"Established, Higher-Income Employees"
443,Finance,Finance Manager,Master,25,3.0,5721.8,65.0,2021-05-11,No,5407.15,314.65,5.8,Within Expected Range,0.4219,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
822,Finance,Financial Analyst,Master,40,1.0,5924.26,53.0,2023-08-01,No,4944.15,980.11,19.8,Within Expected Range,0.5642,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
747,Finance,Finance Manager,Bachelor,48,1.0,3432.67,78.0,2023-01-12,Yes,4068.41,-635.74,-15.6,Within Expected Range,0.6428,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
297,Engineering,Software Engineer,Master,27,1.0,6210.77,80.0,2023-07-05,No,5091.73,1119.04,22.0,Within Expected Range,0.3855,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
500,Sales,Account Rep,Bachelor,24,6.0,5178.46,63.0,2018-04-05,No,5288.97,-110.51,-2.1,Within Expected Range,0.2306,Low,0,Yes,1,"Established, Higher-Income Employees"
573,Marketing,Marketing Manager,Master,28,0.0,6000.25,75.0,2024-08-09,No,4780.0,1220.25,25.5,Within Expected Range,0.5179,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
262,Engineering,QA Engineer,High School,38,11.0,6946.51,85.0,2013-07-19,No,5803.66,1142.85,19.7,Within Expected Range,0.1522,Low,1,No,1,"Established, Higher-Income Employees"
805,Engineering,QA Engineer,Master,38,4.0,6145.43,82.0,2020-12-21,No,5778.64,366.79,6.3,Within Expected Range,0.3803,Medium,0,No,1,"Established, Higher-Income Employees"
866,Marketing,Marketing Manager,Bachelor,47,2.0,5009.33,94.0,2022-02-10,No,4435.6,573.73,12.9,Within Expected Range,0.5703,Medium,1,Yes,0,"Short-Tenure, Lower-Income Employees"
683,Sales,Sales Executive,Bachelor,33,1.0,5192.02,74.0,2023-07-23,No,4199.1,992.92,23.6,Within Expected Range,0.5858,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
558,Engineering,Senior Engineer,High School,31,0.0,4139.57,71.0,2024-03-27,Yes,3039.01,1100.56,36.2,Within Expected Range,0.5839,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
612,Engineering,QA Engineer,High School,34,3.0,3438.84,68.0,2021-04-01,No,3804.64,-365.8,-9.6,Within Expected Range,0.3894,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
622,Finance,Accountant,Master,38,6.0,6960.62,49.0,2015-03-20,No,6126.74,833.88,13.6,Within Expected Range,0.5486,Medium,0,No,1,"Established, Higher-Income Employees"
529,Marketing,Marketing Manager,High School,34,1.0,4386.22,66.0,2023-02-11,No,3313.28,1072.94,32.4,Within Expected Range,0.499,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
882,HR,HR Specialist,Master,55,0.0,4688.18,66.0,2024-11-10,No,4765.88,-77.7,-1.6,Within Expected Range,0.5869,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
189,HR,HR Manager,Master,30,0.0,5279.84,66.0,2024-08-15,No,4746.51,533.33,11.2,Within Expected Range,0.5625,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
252,Marketing,Content Specialist,Bachelor,40,1.0,4789.55,81.0,2023-07-26,No,3971.45,818.1,20.6,Within Expected Range,0.4307,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
102,Engineering,Software Engineer,Bachelor,37,1.0,4001.67,63.0,2023-09-02,Yes,4238.61,-236.94,-5.6,Within Expected Range,0.5234,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
946,Sales,Sales Manager,Master,58,2.0,5480.57,73.0,2022-10-21,No,5179.06,301.51,5.8,Within Expected Range,0.6494,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
398,Finance,Accountant,Bachelor,27,0.0,3555.2,82.0,2024-08-11,Yes,3764.03,-208.83,-5.5,Within Expected Range,0.6304,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
888,Sales,Sales Manager,Bachelor,43,7.0,5701.6,59.0,2017-10-04,No,5551.94,149.66,2.7,Within Expected Range,0.4033,Medium,0,No,1,"Established, Higher-Income Employees"
566,Sales,Account Rep,Bachelor,37,5.0,4915.31,48.0,2019-03-18,No,5049.35,-134.04,-2.7,Within Expected Range,0.3475,Low,0,Yes,0,"Short-Tenure, Lower-Income Employees"
668,Sales,Sales Executive,Master,40,2.0,4547.95,93.0,2022-06-04,No,5315.78,-767.84,-14.4,Within Expected Range,0.6867,High,1,Yes,0,"Short-Tenure, Lower-Income Employees"
996,Engineering,QA Engineer,Bachelor,51,0.0,3142.52,90.0,2024-11-27,No,3932.62,-790.1,-20.1,Within Expected Range,0.6103,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
772,Sales,Sales Executive,Master,37,5.0,6181.97,88.0,2019-06-11,No,6060.84,121.13,2.0,Within Expected Range,0.5455,Medium,1,Yes,1,"Established, Higher-Income Employees"
331,Engineering,Senior Engineer,Master,21,1.4,3767.41,65.0,2017-06-27,No,5099.65,-1332.24,-26.1,Within Expected Range,0.656,High,0,No,0,"Short-Tenure, Lower-Income Employees"
599,Sales,Sales Executive,High School,44,1.0,2944.51,83.0,2023-01-17,Yes,3348.72,-404.21,-12.1,Within Expected Range,0.6883,High,0,Yes,0,"Short-Tenure, Lower-Income Employees"
366,Finance,Accountant,Bachelor,21,1.8,3799.35,63.0,2024-04-13,Yes,4206.4,-407.05,-9.7,Within Expected Range,0.5752,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
282,Sales,Sales Manager,Bachelor,45,5.0,5877.57,80.0,2019-01-17,No,5056.53,821.04,16.2,Within Expected Range,0.411,Medium,0,No,1,"Established, Higher-Income Employees"
867,Sales,Account Rep,Master,34,0.0,4697.13,75.0,2024-12-12,No,4662.49,34.64,0.7,Within Expected Range,0.4496,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
782,Engineering,QA Engineer,High School,37,4.0,4473.91,79.0,2020-10-13,No,4057.24,416.67,10.3,Within Expected Range,0.3284,Low,0,No,0,"Short-Tenure, Lower-Income Employees"
814,Marketing,Marketing Analyst,Bachelor,27,0.0,3745.66,92.0,2024-09-19,No,3920.31,-174.65,-4.5,Within Expected Range,0.5159,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
854,Marketing,Marketing Analyst,High School,31,0.0,2932.07,61.0,2024-02-18,Yes,3061.18,-129.11,-4.2,Within Expected Range,0.5605,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
464,Marketing,Marketing Analyst,Bachelor,31,1.0,3869.51,67.0,2023-06-18,Yes,4171.1,-301.59,-7.2,Within Expected Range,0.5566,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
800,Marketing,Marketing Manager,Bachelor,34,13.0,9661.4,58.0,2011-06-25,No,7164.53,2496.87,34.9,Above Expected,0.1684,Low,0,Yes,1,"Established, Higher-Income Employees"
208,Engineering,QA Engineer,High School,33,1.8,3888.78,88.0,2023-11-11,No,3506.11,382.67,10.9,Within Expected Range,0.3525,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
514,Finance,Accountant,Bachelor,30,7.0,5793.83,71.0,2017-09-16,No,5510.85,282.98,5.1,Within Expected Range,0.4345,Medium,0,No,1,"Established, Higher-Income Employees"
219,Sales,Account Rep,PhD,43,0.0,4704.39,77.0,2024-03-02,No,5530.28,-825.89,-14.9,Within Expected Range,0.5796,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
240,Marketing,Marketing Manager,Bachelor,34,0.0,2988.34,68.0,2024-01-17,Yes,3924.29,-935.95,-23.9,Within Expected Range,0.6526,High,0,Yes,0,"Short-Tenure, Lower-Income Employees"
964,Marketing,Content Specialist,Bachelor,33,11.0,6131.63,52.0,2013-01-01,No,6456.56,-324.93,-5.0,Within Expected Range,0.2199,Low,0,No,1,"Established, Higher-Income Employees"
356,Sales,Account Rep,Bachelor,36,5.0,5932.51,57.0,2019-07-14,No,5049.18,883.33,17.5,Within Expected Range,0.284,Low,0,Yes,1,"Established, Higher-Income Employees"
565,Sales,Account Rep,Master,35,3.0,5320.05,72.0,2021-07-09,No,5411.02,-90.97,-1.7,Within Expected Range,0.3796,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
193,Finance,Finance Manager,Master,41,1.0,4650.98,76.0,2023-09-01,Yes,4922.63,-271.65,-5.5,Within Expected Range,0.606,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
281,Engineering,QA Engineer,Master,27,1.0,5540.93,98.0,2023-01-21,Yes,5022.77,518.16,10.3,Within Expected Range,0.3637,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
192,Sales,Account Rep,High School,22,0.0,3149.39,74.0,2024-09-19,No,2932.11,217.28,7.4,Within Expected Range,0.3153,Low,0,Yes,0,"Short-Tenure, Lower-Income Employees"
408,Marketing,Marketing Analyst,High School,38,1.0,3946.57,54.0,2023-09-23,No,3315.78,630.79,19.0,Within Expected Range,0.5495,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
431,Finance,Finance Manager,Bachelor,35,3.0,3631.26,77.0,2021-07-27,Yes,4556.16,-924.9,-20.3,Within Expected Range,0.5129,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
686,HR,HR Manager,Bachelor,37,1.0,4101.09,64.0,2023-09-17,No,4141.31,-40.22,-1.0,Within Expected Range,0.588,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
133,Sales,Sales Manager,Bachelor,37,4.0,6489.87,72.0,2020-10-04,No,4800.0,1689.87,35.2,Within Expected Range,0.3546,Medium,0,No,1,"Established, Higher-Income Employees"
708,Engineering,QA Engineer,Bachelor,35,5.0,4865.15,75.0,2019-03-15,No,5164.77,-299.62,-5.8,Within Expected Range,0.3511,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
524,Finance,Finance Manager,Bachelor,32,2.0,3827.04,68.0,2022-05-11,No,4303.71,-476.67,-11.1,Within Expected Range,0.5116,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
721,HR,HR Specialist,Bachelor,40,2.0,5777.41,59.0,2022-07-08,No,4391.35,1386.06,31.6,Within Expected Range,0.3367,Low,0,Yes,0,"Short-Tenure, Lower-Income Employees"
552,Sales,Sales Manager,Bachelor,41,1.0,3888.78,86.0,2023-04-27,No,4056.43,-167.65,-4.1,Within Expected Range,0.5456,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
71,Finance,Accountant,Bachelor,37,1.0,3813.51,59.0,2023-09-21,No,4019.94,-206.43,-5.1,Within Expected Range,0.6955,High,0,No,0,"Short-Tenure, Lower-Income Employees"
273,Engineering,Software Engineer,Master,32,3.0,6759.84,81.0,2021-04-18,No,5594.57,1165.27,20.8,Within Expected Range,0.3582,Medium,0,No,1,"Established, Higher-Income Employees"
113,Sales,Sales Manager,Master,34,12.0,7479.38,92.0,2012-09-18,No,7653.6,-174.22,-2.3,Within Expected Range,0.2202,Low,1,No,1,"Established, Higher-Income Employees"
328,Marketing,Marketing Analyst,High School,26,0.0,2358.94,77.0,2024-02-01,No,3058.2,-699.26,-22.9,Within Expected Range,0.5326,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
116,Engineering,Senior Engineer,High School,42,1.0,3011.27,100.0,2023-03-03,Yes,3299.58,-288.31,-8.7,Within Expected Range,0.6567,High,1,No,0,"Short-Tenure, Lower-Income Employees"
324,Marketing,Marketing Analyst,High School,40,4.0,2975.57,53.0,2020-04-12,No,4065.28,-1089.71,-26.8,Within Expected Range,0.5652,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
38,Finance,Accountant,PhD,33,7.0,7814.6,72.0,2017-08-10,No,7233.76,580.84,8.0,Within Expected Range,0.4895,Medium,0,No,1,"Established, Higher-Income Employees"
868,Marketing,Marketing Analyst,Bachelor,27,1.0,4196.46,51.0,2023-08-13,No,4166.6,29.86,0.7,Within Expected Range,0.5348,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
424,Engineering,Software Engineer,High School,35,2.0,4377.58,93.0,2022-11-15,Yes,3628.29,749.29,20.7,Within Expected Range,0.3617,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
906,Marketing,Marketing Analyst,Bachelor,55,3.0,3538.86,71.0,2021-04-19,No,4689.92,-1151.06,-24.5,Within Expected Range,0.6924,High,0,No,0,"Short-Tenure, Lower-Income Employees"
835,Sales,Sales Manager,Bachelor,38,2.0,3532.25,71.0,2022-03-04,Yes,4302.15,-769.9,-17.9,Within Expected Range,0.5482,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
948,Engineering,QA Engineer,Bachelor,43,6.0,5411.22,78.0,2018-04-12,No,5420.93,-9.71,-0.2,Within Expected Range,0.3566,Medium,0,No,1,"Established, Higher-Income Employees"
516,Marketing,Marketing Manager,Master,42,1.0,5145.76,57.0,2023-05-19,No,5039.6,106.16,2.1,Within Expected Range,0.664,High,0,Yes,0,"Short-Tenure, Lower-Income Employees"
531,Marketing,Marketing Manager,Bachelor,52,11.0,6318.16,86.0,2013-08-11,Yes,6682.92,-364.76,-5.5,Within Expected Range,0.3976,Medium,1,Yes,1,"Established, Higher-Income Employees"
603,HR,HR Specialist,PhD,30,2.0,7320.74,57.0,2022-04-15,Yes,6103.25,1217.49,19.9,Within Expected Range,0.3311,Low,0,Yes,1,"Established, Higher-Income Employees"
755,Marketing,Marketing Manager,Bachelor,33,2.0,4489.92,94.0,2024-05-09,No,4423.99,65.93,1.5,Within Expected Range,0.4999,Medium,1,Yes,0,"Short-Tenure, Lower-Income Employees"
654,Engineering,QA Engineer,Master,40,6.0,6197.29,67.0,2018-01-10,No,6277.81,-80.52,-1.3,Within Expected Range,0.3795,Medium,0,No,1,"Established, Higher-Income Employees"
279,Engineering,QA Engineer,High School,34,0.0,3785.09,63.0,2024-04-02,Yes,3056.35,728.74,23.8,Within Expected Range,0.4278,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
840,Marketing,Marketing Analyst,PhD,44,5.0,5787.71,65.0,2019-03-07,No,6899.3,-1111.59,-16.1,Within Expected Range,0.6219,Medium,0,No,1,"Established, Higher-Income Employees"
695,Sales,Account Rep,PhD,30,0.0,7626.83,70.0,2024-12-13,No,5518.98,2107.85,38.2,Above Expected,0.3502,Medium,0,Yes,1,"Established, Higher-Income Employees"
3,Sales,Account Rep,Bachelor,34,3.0,3577.61,73.0,2021-07-18,No,4550.09,-972.48,-21.4,Within Expected Range,0.3912,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
230,Sales,Account Rep,Master,36,6.0,5497.3,70.0,2018-03-06,No,6159.62,-662.32,-10.8,Within Expected Range,0.3336,Low,0,Yes,1,"Established, Higher-Income Employees"
504,HR,HR Manager,Master,29,8.0,8564.48,54.0,2016-10-18,No,6739.25,1825.23,27.1,Above Expected,0.2809,Low,0,No,1,"Established, Higher-Income Employees"
991,Engineering,QA Engineer,Master,33,2.0,6394.98,75.0,2022-06-26,No,5275.36,1119.62,21.2,Within Expected Range,0.3763,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
869,Engineering,Senior Engineer,Bachelor,42,2.0,5229.79,51.0,2022-09-14,Yes,4405.46,824.33,18.7,Within Expected Range,0.6644,High,0,No,0,"Short-Tenure, Lower-Income Employees"
915,Finance,Finance Manager,Master,21,10.0,8564.61,88.0,2014-10-14,No,7150.66,1413.95,19.8,Within Expected Range,0.1634,Low,1,No,1,"Established, Higher-Income Employees"
619,Engineering,Software Engineer,Master,26,2.0,4659.39,68.0,2022-03-24,No,5339.33,-679.94,-12.7,Within Expected Range,0.4587,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
200,Marketing,Content Specialist,Master,34,2.0,5599.99,69.0,2022-05-17,No,5075.06,524.93,10.3,Within Expected Range,0.4179,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
917,Engineering,Software Engineer,High School,30,4.0,4950.75,79.0,2020-09-27,No,4121.72,829.03,20.1,Within Expected Range,0.2926,Low,0,No,0,"Short-Tenure, Lower-Income Employees"
955,HR,Recruiter,Bachelor,47,2.0,4419.22,62.0,2022-12-19,No,4499.5,-80.28,-1.8,Within Expected Range,0.6018,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
438,Engineering,Software Engineer,Bachelor,29,0.0,5425.67,65.0,2024-10-26,No,3982.81,1442.86,36.2,Within Expected Range,0.4075,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
656,Engineering,Software Engineer,Bachelor,43,0.0,4084.2,81.0,2024-02-01,No,3995.61,88.59,2.2,Within Expected Range,0.5517,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
66,Finance,Accountant,High School,34,3.0,4293.33,80.6,2021-06-25,No,3657.48,635.85,17.4,Within Expected Range,0.5239,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
308,Sales,Account Rep,Bachelor,24,1.0,3354.01,65.0,2023-02-19,No,4042.59,-688.58,-17.0,Within Expected Range,0.3791,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
41,Marketing,Marketing Manager,Bachelor,34,2.0,3755.55,49.0,2022-05-11,Yes,4421.51,-665.96,-15.1,Within Expected Range,0.6093,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
591,Engineering,Senior Engineer,Bachelor,31,2.0,3461.73,63.0,2022-07-17,No,4397.21,-935.48,-21.3,Within Expected Range,0.6631,High,0,No,0,"Short-Tenure, Lower-Income Employees"
795,Finance,Finance Manager,Master,32,0.0,6034.21,71.0,2024-11-08,No,4665.49,1368.72,29.3,Within Expected Range,0.4959,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
